admin_page_cnt,admin_duration,info_page_cnt,info_duration,product_page_cnt,product_duration,bounce_rate,exit_rate,avg_page_val,special_day_0_1,month_raw,op_sys,browser_type,region,traffic_type,visitor_type,weekend,revenue,month_num,session_id
1,40.0,0,0.0,15,839.5,0.01875,0.054166667,0.0,0.0,Mar,2,2,4,1,returning_visitor,False,False,3.0,356dd096b5d2a54534c66301e35d2549acddcc394136bfff297d45d5d39aa44b
5,28.0,0,0.0,6,80.0,0.0,0.028571429,0.0,0.0,Mar,2,4,3,1,returning_visitor,False,False,3.0,c813ce0b7683988192bbd2aadbdfc4ce855ac08c3090505ac77c41cf2468dfc9
1,12.83333333,3,77.0,31,2372.333333,0.0,0.012941176,10.32166068,0.0,Mar,2,2,1,2,returning_visitor,False,False,3.0,92f6efa5daff31e6492f0cf0110347a689f4426dfedea9767b674d84d27d6264
0,0.0,1,65.5,49,574.8333333,0.0,0.012,0.0,0.0,Mar,2,2,2,10,returning_visitor,False,False,3.0,3268d10ffe6b6783d480ad2aa2e9fb6c542d221a57475190526dc6301c8c2586
4,179.6071429,2,5.5,34,1045.102381,0.0,0.007603276,0.0,0.0,Mar,1,1,1,3,returning_visitor,False,False,3.0,24166afab9409913f75f5cfb90b8982f6ff6d178a74c6d6def08ff198507d799
0,0.0,0,0.0,7,971.0,0.028571429,0.071428571,0.0,0.0,Mar,2,2,2,1,returning_visitor,False,False,3.0,c8b881b8f43418791018abd828bb36d89519363311d20e65c6da0c2dc6b254d3
6,135.65,0,0.0,40,1589.27381,0.0,0.020767196,0.0,0.0,Mar,4,1,3,1,returning_visitor,True,False,3.0,93f3b46654279a2f1288a945ff4f2e1ea4023aeda634689a8390590235404711
0,0.0,0,0.0,10,1656.666667,0.06,0.1,0.0,0.0,Mar,4,2,1,3,returning_visitor,False,False,3.0,ddcc1ff9a3d6630578cb141bd706d393b26f8cb9f211fbe0e2aaaec09b4c4329
4,62.5,1,64.0,56,1246.919048,0.003333333,0.005367521,0.0,0.0,Mar,3,2,1,3,returning_visitor,False,False,3.0,7f3fcf2b22ed8b84a50569b7418fac028ee3cc2ad510af87de97fceebdedcd33
1,30.0,0,0.0,16,597.6,0.0,0.0125,0.0,0.0,Mar,1,1,3,2,returning_visitor,False,False,3.0,497a6090accf488b1eda2cbd51a96acfdda8a231e7ba09dfa5f3157b73d3bd5f
0,0.0,0,0.0,31,3888.166667,0.02,0.031111111,0.0,0.0,Mar,2,4,3,1,returning_visitor,False,False,3.0,40c8eb560bdc43efd71d8e3169a0cdfe7f0adf258f606d2fba6d8fe7e1f18d24
2,21.0,0,0.0,34,2600.258333,0.011111111,0.037464387,9.938399233,0.0,Mar,1,1,1,3,returning_visitor,False,False,3.0,f28814ebb72b86e69d5e18689c4b9c3c57aa09c7a9ad710307caa8aa3b54870d
0,0.0,0,0.0,9,223.0,0.0,0.022222222,0.0,0.0,Mar,3,2,5,2,returning_visitor,False,False,3.0,6d89afb6d194cd591163fe8e70105a14c52747a1af6230dcb13b0bf2c0f6e0e3
4,56.0,0,0.0,10,709.0,0.0,0.016666667,0.0,0.0,Mar,2,2,1,2,new_visitor,False,False,3.0,d7e0852c83efb27a3a02949f3e17122605c2bc172748e2519f612fd592848676
0,0.0,0,0.0,5,82.0,0.1,0.146666667,0.0,0.0,Mar,1,1,3,1,returning_visitor,False,False,3.0,0308a3db076b714c607c8ab6bfb35adf0e19e528ca60023e3500166b3e80eee6
0,0.0,0,0.0,23,760.25,0.0,0.009090909,0.0,0.0,Mar,2,2,7,2,new_visitor,False,False,3.0,a4fb3c4e8c652e21608285756eac486a623bfea1da642f9191fecc88330d8dba
3,40.0,0,0.0,9,1362.0,0.0,0.008333333,0.0,0.0,Mar,2,2,7,6,returning_visitor,False,False,3.0,d097194d83418d7dac38de1ec0cb7e818e4e5d2a9743aa633ee2d83012840604
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,5,3,returning_visitor,True,False,3.0,75022a502098b33ee3dcd6874e2edcd2a795f41bbee4a7ed9caf6e4c8f3e0047
3,36.0,1,62.0,19,924.3333333,0.0,0.004761905,0.0,0.0,Mar,2,2,1,2,new_visitor,False,False,3.0,e1972ad4aefc90bf6df1ae0597ea8c68ac649e21c1b2f9bcaa0d558041e51630
4,45.33333333,0,0.0,53,1440.298918,0.012727273,0.021974359,1.660118182,0.0,Mar,3,2,7,3,returning_visitor,True,True,3.0,3c7b0253c7b9533dfcf1fe34dde39a3311d1a95fed5d9dd5776a48ea3f8c19be
3,39.6,0,0.0,53,856.7522398,0.0,0.002272727,0.0,0.0,Mar,2,2,1,2,returning_visitor,True,False,3.0,bfd2c60f0c20c306a585f89870e911c4da4b41c6b8bb555094a679aa749caeb6
0,0.0,0,0.0,2,8.0,0.0,0.1,0.0,0.0,Mar,2,4,2,1,returning_visitor,False,False,3.0,6e6e6cdeb8dd71814c045677aa12385ce7796648ced4c7869686151700a6e601
2,35.0,0,0.0,2,6.0,0.0,0.05,0.0,0.0,Mar,2,2,9,2,new_visitor,False,False,3.0,c78a6af489460fda986cf908b3c67aa42f674981b5aecf8cfdbaf6dc8b1d89b1
6,228.0,5,89.33333333,18,513.4666667,0.0,0.003461538,0.0,0.0,Mar,1,1,3,3,new_visitor,False,False,3.0,2cc0acef72879a3579ad72cb285d2547608fd6f4efa1fead1aa61f7f96d6e6dd
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,3,2,6,1,returning_visitor,False,False,3.0,707bb28401a32b29a5b160b386ddc171cf84768d872ad6c95a16d40cc7a6c196
0,0.0,0,0.0,15,748.5666667,0.016,0.041333333,0.0,0.0,Mar,2,2,1,2,returning_visitor,False,False,3.0,2c18d9e9e02030acef11ad25bf9f8a2ab3e7013302be810ea9aca12ef54dbed8
1,34.0,2,9.0,3,149.0,0.0,0.05,0.0,0.0,Mar,2,2,1,1,returning_visitor,False,False,3.0,6c95d1e7faab48d66677c44394bdb69b449b227bc16782d47289d3f7dc2cc421
0,0.0,0,0.0,2,288.0,0.0,0.1,0.0,0.0,Mar,1,1,1,1,returning_visitor,True,False,3.0,ca2c21677cdbb8c9bd3b94e110c6138e622893a2dca9c4faa4ab259e5ad5689a
9,309.0,0,0.0,25,383.0833333,0.018181818,0.037575758,0.0,0.0,Mar,2,2,3,1,returning_visitor,False,False,3.0,8b9048d082f1bd65500677cfda485682ee03de6f462b72bb4a5f4228b228ebad
13,456.9880952,3,72.83333333,39,976.7103175,0.004166667,0.009722222,39.65538156,0.0,Mar,1,1,1,1,returning_visitor,True,True,3.0,ce58c61daddd87e0c429734079f2e52b2cc89bc5d800fbc83472dec7529d3fab
0,0.0,0,0.0,32,1916.633333,0.015625,0.0265625,0.0,0.0,Mar,2,2,1,10,returning_visitor,False,False,3.0,bed338ae81f9dedddc4fe7127578bfcb796198f6714c47671258678f0ee3dc07
5,78.5,1,26.0,48,1266.119048,0.0,0.005788982,29.01038502,0.0,Mar,2,2,1,8,new_visitor,False,False,3.0,aef2897d0ec34df1c9eac9aa79390eae917130d3bfdf0e998086a9ae405dbdce
1,75.0,4,250.6666667,44,1679.833333,0.0,0.001086957,45.8293144,0.0,Mar,2,2,1,2,new_visitor,True,True,3.0,7770509732d3095c267aa62904572d47c7b9949cd734f698f8e42e8839d343da
4,99.5,0,0.0,16,315.1666667,0.0,0.016666667,12.53314286,0.0,Mar,1,1,6,3,returning_visitor,False,True,3.0,e4d098556cb9d91ea1b990c653e1ed8a1b0aaaba9291f0986a618eee76bce12a
1,28.0,0,0.0,8,290.0,0.0,0.01,0.0,0.0,Mar,2,2,1,2,returning_visitor,False,False,3.0,5bac52a2bc1184fbd5a70c1fed3d2ca617f07bda297f940f998c8b060f036b61
0,0.0,0,0.0,6,463.5,0.0,0.033333333,0.0,0.0,Mar,2,5,1,3,returning_visitor,False,False,3.0,b8debcbe52509e30ba13b5b4ef7d0b60ee0ab7330858db845ffad7233b31fd91
0,0.0,0,0.0,4,1833.0,0.0,0.05,0.0,0.0,Mar,2,5,2,10,returning_visitor,True,False,3.0,91dbf1fe402fcf567f9c1bc0acfabf9e2de12c92b2313718f15216b827c7c831
0,0.0,0,0.0,9,196.0,0.0,0.022222222,0.0,0.0,Mar,2,2,3,10,returning_visitor,False,False,3.0,a691d99c831d31b3dc40e97245bb44717fd88430d8391c54fb39b39ab7f8f765
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,13,returning_visitor,False,False,3.0,00e1bd30a5ab7dd0ebbfb59a13a6ab9ad3611774822256f29d214ed17695b13f
4,64.0,0,0.0,53,1200.892857,0.001818182,0.018030303,0.0,0.0,Mar,2,2,4,1,returning_visitor,True,False,3.0,bfdb84fe566d53dbcf7032392a6f4038eee6289771db4de6452422be1b0c0cc1
2,37.0,0,0.0,7,139.3333333,0.0,0.011111111,0.0,0.0,Mar,3,2,7,8,new_visitor,True,False,3.0,e1d5f1b5a5dad818030a77e9dc5a868f9613839e365c52d49505b4e9f310d3c7
6,163.6666667,10,403.0,15,665.5666667,0.007142857,0.004761905,0.0,0.0,Mar,3,2,8,8,new_visitor,False,False,3.0,cf5fa90d5296b2e45b1433709a30066c0231b455b4d820a4cd6cf756a3d08b40
5,333.0,2,166.0,12,151.9,0.031111111,0.064444444,0.0,0.0,Mar,2,2,1,1,returning_visitor,False,False,3.0,7f20fd0a97d38c3c2566855d93652f05c90bc2578a7cbc5d559dbbab01afa181
0,0.0,0,0.0,5,1620.0,0.14,0.166666667,0.0,0.0,Mar,2,2,1,1,returning_visitor,False,False,3.0,b1157ec95e178f7b053262e329bdb00cdf764eecda6293a257faa813b4061521
0,0.0,0,0.0,24,1268.0,0.0125,0.015277778,0.0,0.0,Mar,4,1,3,2,returning_visitor,True,False,3.0,1564331895ff487d337c19007dc105f113bd6c07bc94fa2095112836496d412a
1,51.0,2,117.2857143,15,969.102381,0.005882353,0.008888889,0.0,0.0,Mar,3,3,1,2,returning_visitor,False,False,3.0,b0f0d0ccd0a88ade076b21eb5dbd8142f421d162f4ed9baac68408e95bb3703e
1,44.0,0,0.0,25,773.4666667,0.0,0.029142857,10.3572,0.0,Mar,2,2,1,2,returning_visitor,True,True,3.0,f8d44f7f78e6a96dfe05d3c93cecd69ab77584c825187e953f82f96b92f6d089
5,825.0,0,0.0,33,808.1666667,0.0,0.005405405,20.85956757,0.0,Mar,2,4,9,10,new_visitor,False,True,3.0,fae0cffac1a4e9ac9a1570ebaf039bf142fccda8336c698829ef2914863e5ab5
3,44.0,0,0.0,14,469.8761905,0.0,0.005357143,0.0,0.0,Mar,2,4,1,10,returning_visitor,False,False,3.0,e45e4c2ee21c3d542e7963e5219b0747f48f58b69caeea41f6e0533abfd5a384
4,203.8333333,0,0.0,30,823.5,0.0,0.001666667,0.0,0.0,Mar,3,2,1,11,new_visitor,False,False,3.0,64210cbc30eb485830a5796b192e7bec7ac5a5b9c43c7291622ac63e090429d8
0,0.0,0,0.0,8,201.0,0.0,0.0625,0.0,0.0,Mar,2,4,2,1,returning_visitor,False,False,3.0,1cac6a32e48c20c71e803ab80b5f4f9e639a8e6bb136046fe2ea5297e48ec778
8,195.3166667,0,0.0,54,1063.95,0.0,0.019047619,54.24886418,0.0,Mar,2,2,1,2,returning_visitor,False,False,3.0,766f742d3d8b60e34cc067e4164c382a5420a875d443b3c56405563d37a95ea5
0,0.0,0,0.0,13,412.0,0.0,0.028205128,0.0,0.0,Mar,2,2,4,3,returning_visitor,False,False,3.0,07bf9ecf93e24352fc03ebffa4647f08a55d41f3bdbac8ca231608eab96c1a7a
0,0.0,0,0.0,14,1789.39881,0.0,0.029047619,0.0,0.0,Mar,1,1,2,2,returning_visitor,False,False,3.0,38d2636bc34130a8c6d46ea165e5908b1f955f9a42f4ed1eced4a5aa55b17dc9
0,0.0,0,0.0,18,644.125,0.00625,0.021924603,0.0,0.0,Mar,3,2,3,10,returning_visitor,False,False,3.0,bfd71215fd25b3dde92a7957fc879ca800e27c34f5a752e2eec97aee7d5f7f20
2,9.5,0,0.0,18,529.702381,0.0,0.005263158,0.0,0.0,Mar,2,2,4,2,returning_visitor,True,False,3.0,0cce961427825c8cb92e72fa3948ff4264d0560ab5fceb5f56047571850625b6
0,0.0,0,0.0,10,254.0,0.02,0.04,14.0292,0.0,Mar,2,2,9,2,new_visitor,False,True,3.0,af69915b7592eb6406d911a16ffa26cf273e9d238554f7a498b5ea26ad98bff8
0,0.0,0,0.0,7,221.7142857,0.028571429,0.060714286,0.0,0.0,Mar,3,3,1,3,returning_visitor,False,False,3.0,7250ac8511577eae2681e231ef53a315d6d49e60a22b9c7d0f227056e9be8074
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,5,1,3,returning_visitor,False,False,3.0,ea46d9019c1ff3843d6aab58735e1fcc519e0d47078b719d1730e0f6f868751d
0,0.0,0,0.0,30,312.3333333,0.0,0.008888889,0.0,0.0,Mar,2,6,1,2,returning_visitor,False,False,3.0,f79580d28ea01f675e69c28688a243958eb02660d57d4f30b7655c4430fb61f8
0,0.0,0,0.0,22,325.75,0.0,0.031818182,0.0,0.0,Mar,2,10,7,2,returning_visitor,False,False,3.0,c41086e4565321e32c436e79c3256f0239aa16eb41f55d219ba14071081e11cd
9,74.33333333,1,419.0,63,2717.327381,0.002857143,0.012857143,0.0,0.0,Mar,2,2,3,2,returning_visitor,True,False,3.0,5037f2d9cac7758feb037ce6158f97709f8aa3c2ab8ba94ea2eae58b41f2c0c1
1,7.0,1,0.0,79,3380.691558,0.002666667,0.023772222,0.0,0.0,Mar,2,2,3,2,returning_visitor,True,False,3.0,99ce37e2030198a172c06d455e0dc82ec282e3f4e3436b6555c8b59c527c6500
1,13.0,0,0.0,19,614.9444444,0.0,0.022105263,0.0,0.0,Mar,3,2,3,3,returning_visitor,False,False,3.0,a70a44d435e05c48614addb03386f32218c661229b9b47da7f950e9ffa995e46
1,0.0,0,0.0,1,19.0,0.0,0.1,0.0,0.0,Mar,1,1,3,1,returning_visitor,False,False,3.0,c54edb425f642c5512bd4b865c73bcab846c6d9635644ad4f959eecc6325a1b1
4,55.5,0,0.0,33,1274.190476,0.005714286,0.009285714,0.0,0.0,Mar,2,2,6,2,returning_visitor,True,False,3.0,fe88b5208d48c675de68ff04aff263c0ea99028b7e9c248568014e17f16fbf60
2,80.66666667,0,0.0,12,1071.611111,0.030769231,0.046666667,0.0,0.0,Mar,2,2,2,1,returning_visitor,False,False,3.0,6a785d4fa8b4c661e1881d27df9d1bdea2b7191a79197884c5171dca31f30357
0,0.0,0,0.0,10,408.0,0.0,0.022222222,88.78460596,0.0,Mar,2,2,1,2,returning_visitor,False,True,3.0,e1cd5a9fcda7e08f4af7bfebb689bad40e3f1fa96450083212d7346b78356fae
7,156.7166667,0,0.0,52,2335.064286,0.007142857,0.010563841,0.0,0.0,Mar,3,2,1,2,returning_visitor,False,False,3.0,84c51c805777b6589bccc8b66cd34991a2f70c25ca763ef9627437c131275a84
0,0.0,0,0.0,2,18.0,0.1,0.15,0.0,0.0,Mar,2,5,3,10,returning_visitor,False,False,3.0,f8d3a25fefe090d62e94322e97582d41b90f7e3a530fb81574b6e2130a03671f
3,172.0,0,0.0,53,1299.383333,0.0,0.003703704,0.0,0.0,Mar,2,6,7,2,returning_visitor,True,False,3.0,92cd632844880d7dd643c7bdc9d9b0b6c2c067691f7d86ce9b8bdddb468dec99
0,0.0,0,0.0,6,83.0,0.016666667,0.033333333,0.0,0.0,Mar,3,2,8,8,returning_visitor,False,False,3.0,108c5cb2e96f862428a39b999fd88b584a6b5d7b2160656adaa530564aba191f
5,146.0,0,0.0,8,489.0,0.0,0.015384615,0.0,0.0,Mar,2,2,8,3,returning_visitor,False,False,3.0,336e681482f9bd2cfe1fcb5299e994290e271269a81320a3b745af94d99cdfc1
3,13.0,0,0.0,16,226.5,0.0,0.013333333,0.0,0.0,Mar,2,5,1,2,returning_visitor,False,False,3.0,4abe9d7ab607922a5896715543394b72ebca76eb7a7909dbfc5f9a0a699af399
0,0.0,0,0.0,8,233.6666667,0.025,0.0875,0.0,0.0,Mar,2,2,3,13,returning_visitor,False,False,3.0,d6135cb3de8fec22937ea9ab631c0fe1079a40d98c79e92185398f9c011ace8f
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,3,3,3,returning_visitor,False,False,3.0,cb093f80bfaf6d31c8d7c0fce30c7cecf1bedc339942230c1097d9dded5af793
1,11.0,0,0.0,5,71.0,0.0,0.033333333,0.0,0.0,Mar,2,2,6,3,returning_visitor,False,False,3.0,824c8d9ce386d7f96770be46e9fe0c29b9f35db9ce63f8b7d6f01b3bb4d98d64
3,42.0,0,0.0,16,1266.5,0.0,0.003508772,0.0,0.0,Mar,2,2,6,1,returning_visitor,False,False,3.0,c39e7ccdab412254835d7cd73c0f80a6bee453c719bdcab44f59bf6c4edeaf83
3,33.0,0,0.0,8,182.5833333,0.0,0.03125,0.0,0.0,Mar,2,4,6,3,returning_visitor,False,False,3.0,ddd1dd3bdbab4f3a52bc9fc1aa012b05df41998ac14ab05c4e0dc849fe7af124
0,0.0,0,0.0,12,169.3,0.0,0.016666667,0.0,0.0,Mar,2,2,3,2,returning_visitor,True,False,3.0,2f7280f658ff75145882ab9f3c88e13e53c867ace88e655f30127770f796ec87
0,0.0,1,0.0,37,1358.75,0.001754386,0.03245614,0.0,0.0,Mar,2,5,3,1,returning_visitor,False,False,3.0,288e120c53013a48ff5d8981b00855119aae097b010debe45f56d9ee81bd27b0
1,38.0,0,0.0,5,131.0,0.033333333,0.013333333,0.0,0.0,Mar,1,2,1,9,new_visitor,True,False,3.0,20b471b74f5388c46be3433693fac5a6cb6ee3fb629017849ee4882009a18645
9,324.3,4,205.0,71,2816.43881,0.0,0.002666667,0.0,0.0,Mar,2,2,1,8,new_visitor,True,False,3.0,7772c55360a55f8746f3fba087fefa2e51b7449b62b27159f1a624b0f8ab0354
5,413.5,0,0.0,25,3484.233333,0.0,0.02,0.0,0.0,Mar,2,4,1,3,returning_visitor,True,False,3.0,2dfe357cb437db400e5d80dd121e8ebcadeda2db6f6ce8ba75387237bb0047af
0,0.0,2,156.0,6,131.0,0.0,0.025,0.0,0.0,Mar,2,2,3,2,returning_visitor,False,False,3.0,55b2ba8c414a1d03394e84aca242f0c005745852c1d78cbf856cba2812746b05
5,55.5,0,0.0,12,1076.5,0.0,0.011764706,0.0,0.0,Mar,2,2,1,2,new_visitor,False,False,3.0,f161d6e85a4eca558c4981fdddf0ca54454f32065a8d6c798e1a2580b2b67f91
0,0.0,0,0.0,8,357.25,0.0,0.0625,0.0,0.0,Mar,2,10,4,3,returning_visitor,True,False,3.0,ee05bba4753e41f4035808c8d67483aa3125bc869292f8dca08fa76ffd5861d2
0,0.0,0,0.0,6,197.0,0.0,0.011111111,0.0,0.0,Mar,2,2,1,2,returning_visitor,False,False,3.0,7dbf0982ccea3a27b2bf15a390dc88c3dcd388815dacb642c7867455592f68be
7,75.05,0,0.0,31,489.1452381,0.011111111,0.022222222,27.38224222,0.0,Mar,2,2,5,2,returning_visitor,True,True,3.0,4e0d69a85eab5cdc785beafa6dd4b5c26de814c8b49dfaa0a2c43d51cd749c26
3,43.0,0,0.0,11,610.0,0.0,0.015384615,0.0,0.0,Mar,2,4,1,1,returning_visitor,False,False,3.0,82c6a267e1b237483bee8886369542b8afa6b4d03be30312cd7710d2b04dcdf9
0,0.0,0,0.0,17,445.0,0.047058824,0.062745098,0.0,0.0,Mar,2,2,6,1,returning_visitor,False,False,3.0,71a6b6e7c601e398e3f6239336298fba20ec8c5fe2c9922e8bd0ef5c3ed65675
0,0.0,0,0.0,17,588.6666667,0.011764706,0.035294118,0.0,0.0,Mar,2,4,4,1,returning_visitor,False,False,3.0,73554c6e33baf83e3f2119d8786fb49e311cc9f2ce14a702e843cf3d8786d23e
0,0.0,0,0.0,24,580.2,0.0,0.012121212,17.12545455,0.0,Mar,2,2,1,1,returning_visitor,False,True,3.0,2438745c70672779197d0f2fe33b33f16b263f10e0ea0eb06a1b6ba91df976cd
0,0.0,0,0.0,32,999.0,0.0,0.01344086,9.053081561,0.0,Mar,1,1,1,1,returning_visitor,False,True,3.0,df78c9dd1fdd19cbd27b0000a407feeb621b8fbdc1ae6b5ca404a7fe0f258457
0,0.0,0,0.0,16,622.0,0.0,0.0125,0.0,0.0,Mar,2,10,2,6,returning_visitor,False,False,3.0,bd07138d3ff4e92336ccd7639bcd06ad2362b0a7743a8de301c9c699c8a252e5
2,77.0,0,0.0,6,112.0,0.0,0.028571429,0.0,0.0,Mar,1,1,2,2,returning_visitor,True,False,3.0,db00c50b70259dab543e3ed5204b51314686f7c67ce6d40acb4a306e055200f5
1,29.0,1,13.5,24,1005.849206,0.0,0.007986111,0.0,0.0,Mar,1,1,3,3,returning_visitor,False,False,3.0,419853296863facbd74d31abf6387ea8f7e1ba3a062ffdfe9e4e9c54312b5dd9
3,78.0,0,0.0,3,29.0,0.033333333,0.066666667,0.0,0.0,Mar,2,2,7,2,new_visitor,True,False,3.0,576834224a4757f59e13169f4ef4ac1bd829460f424ee1ba814e48713b213132
3,52.0,0,0.0,60,3451.751515,0.006666667,0.011565934,0.0,0.0,Mar,3,2,3,1,returning_visitor,True,False,3.0,faefe7cc86bce966e98e74147566f8a9eebe3ea0b3ff7a4d1f93f995667d5fe6
0,0.0,0,0.0,5,96.5,0.0,0.04,0.0,0.0,Mar,2,2,1,3,returning_visitor,False,False,3.0,2f208b6f7d536b3af5488ffba61e24603017ad74f2b4b5725bae027be91d88e4
8,354.8333333,1,57.0,19,2217.333333,0.008333333,0.017361111,0.0,0.0,Mar,3,2,1,1,returning_visitor,False,False,3.0,95ea8812d3c8d1542c5f3d3a5e018f5dbe73477de8ae35bef78869704750b268
0,0.0,0,0.0,4,50.0,0.0,0.05,0.0,0.0,Mar,2,2,3,1,returning_visitor,False,False,3.0,f600ee281e9362f22a97ee7900f83b3abc4485fa123a41b23373ba2a09a3e3e3
0,0.0,1,0.0,16,485.6666667,0.0,0.0375,0.0,0.0,Mar,2,2,6,3,returning_visitor,True,False,3.0,23ce2d3b49d3e339e7b9209bb309d14b590fb4adbb030330b13ab8c371b48d47
0,0.0,0,0.0,9,388.0,0.066666667,0.088888889,0.0,0.0,Mar,3,2,2,1,returning_visitor,False,False,3.0,0097d4c9aec07d3f3425afef86b06428dcaac78774788fcda84e1b8dae738bee
7,169.5,0,0.0,21,484.95,0.008695652,0.037681159,0.0,0.0,Mar,1,2,2,2,returning_visitor,False,False,3.0,844d50861b498e9671c77488aef0f0112558770bfe897520a69afa72f093e508
0,0.0,0,0.0,3,55.0,0.0,0.066666667,0.0,0.0,Mar,2,2,1,10,returning_visitor,False,False,3.0,8845285c55f2cf7f936b28396cafa794192d301d9cc6cdd843080aaf363c3c53
0,0.0,0,0.0,7,111.6666667,0.0,0.014285714,0.0,0.0,Mar,2,4,1,2,returning_visitor,True,False,3.0,14b8dcb27e5bc9ed9af4d934d4b0b03ec47b2791b5472cfcf826172a035b8446
6,104.0,1,0.0,14,269.5,0.0,0.021568627,0.0,0.0,Mar,1,1,1,3,returning_visitor,False,False,3.0,43f7c07a5a46a25014ea4fa807eac3f2255ff0e9e8a1b6d5e77300391e7b29fa
2,4.0,0,0.0,10,284.0,0.0,0.016666667,33.32834503,0.0,Mar,2,5,1,8,new_visitor,False,True,3.0,eee7bf7764789de1547ff421ec2fc6b0ce4ed8b58bf36676d231e81a23212814
9,81.0,0,0.0,34,1219.113725,0.007017544,0.022556391,9.517421053,0.0,Mar,3,2,3,1,returning_visitor,False,True,3.0,f61393d06a604e4a7d43e61734f54689c35f6dd6f996f2ab8d90c355500291de
1,0.0,0,0.0,21,574.722619,0.0,0.018888889,6.284044913,0.0,Mar,2,2,1,2,returning_visitor,False,True,3.0,fb7c7cf59ca4fea9a5d3abbb64c93ae5a008d967e8c727209e1a17b4750173b7
0,0.0,1,0.0,46,4053.092208,0.014184397,0.029684228,0.0,0.0,Mar,1,1,1,2,returning_visitor,False,False,3.0,ba292cf9e96a302a43f905bb4ddd726e9934b3065975b01a34ae74cece9efdd1
0,0.0,0,0.0,18,1485.416667,0.0,0.027777778,0.0,0.0,Mar,2,4,1,1,returning_visitor,False,False,3.0,18c34bd27ad096a2f0e6b637a3a06555e03b0be348c7a8262e801075716165e8
12,765.6666667,0,0.0,7,634.1666667,0.015384615,0.015384615,0.0,0.0,Mar,1,2,3,2,returning_visitor,False,False,3.0,f5776cb562410e44f2bf97f0a9e066cd5879839ac128f68be2954bf85b5f2ba4
13,214.8823529,0,0.0,41,1182.106162,0.0,0.018485839,4.465398354,0.0,Mar,2,4,3,2,returning_visitor,False,False,3.0,28fe998d4a6c4294e55a8bf16c467a576c5c59c10cbba380cb32b54338dd402e
1,143.0,4,48.0,16,333.75,0.0,0.003333333,0.0,0.0,Mar,1,1,1,2,new_visitor,False,False,3.0,73454fe1d809647fbc4829c086eeca165cc4af5f4ef96f4c5b820f484ee5f5a0
0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.0,Mar,2,2,4,1,returning_visitor,False,False,3.0,b488eb38c6dabe70ede7addaf5ac227cb55475271ac2531089b73c7da9462c04
2,15.5,0,0.0,28,550.0666667,0.0,0.006666667,0.0,0.0,Mar,2,2,1,2,new_visitor,False,False,3.0,b4ad64b2a18731e7391f1a80d66cd81a8ce0fb981e46fa9adff8a7d318487fd5
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,3,9,returning_visitor,True,False,3.0,ca9d831205139566b2968728df99dd575a7e204d2d079be4351319ae55eab2de
2,42.0,0,0.0,29,218.0,0.0,0.003225806,0.0,0.0,Mar,2,2,1,2,returning_visitor,False,False,3.0,5ed15f72866e4febac7a84a3d5f7a77731a6b58ceb5bb69abdbbb87156bceae0
0,0.0,0,0.0,93,2243.666667,0.010989011,0.031501832,0.0,0.0,Mar,2,4,8,1,returning_visitor,False,False,3.0,0f5f1e0064cd72d5ed5aa48cd38cf7d7e4debddba18a841067cf82227d2fc1a2
1,702.0,0,0.0,38,2193.150794,0.012280702,0.015614035,9.09277193,0.0,Mar,1,1,2,2,returning_visitor,False,True,3.0,d9364db83f7985f7c0f1d01aa7f08f3617e94e26ffb2c2210b4941dd8b9fa109
4,22.5,0,0.0,15,289.85,0.0,0.022222222,57.96417654,0.0,Mar,2,2,2,3,new_visitor,True,True,3.0,edc2c1f95d12dda720f67315ad0d90216cf78a16a05af389e4ef89eb247cd1c6
1,14.0,0,0.0,13,909.5,0.0,0.014285714,0.0,0.0,Mar,1,1,1,10,returning_visitor,False,False,3.0,57128408d1676b7043a253459f17d5be723a1de76da8ffeb2d429ccdd1b27970
3,188.0,0,0.0,22,1436.45,0.0,0.009090909,0.0,0.0,Mar,2,2,3,1,returning_visitor,False,False,3.0,241c6316235470b6c778eaeccc146f5d0f8fb89118245f166d98d67b224a3178
8,352.2428571,6,241.5,45,1998.444081,0.009090909,0.01644733,2.842307011,0.0,Mar,3,2,1,2,returning_visitor,True,False,3.0,a9ed5517e56f9a71123d99680b94bcbb51b683019545343ac3732672194d3dd6
4,73.75,1,58.0,12,777.5,0.0,0.015555556,10.782,0.0,Mar,2,2,1,2,returning_visitor,True,True,3.0,d68c944dfd083e2f7dcc083ad780086d7e8dfdefe3f1a336c9b98ebc9e44946b
0,0.0,0,0.0,4,126.5,0.016666667,0.091666667,0.0,0.0,Mar,2,5,3,2,returning_visitor,True,False,3.0,0e4bb022781e0b8f2810efbe599eb4d30b53312f5d98f31dcc2c54db3f5a9dbf
